Question,Products_name
комбо из пицц сырная пикантная и закуска ,"[""Картофель из печи"",""Пепперони Фреш Small"",""Сырная Small"",""Чоризо фреш Small""]"
комбо из трех маленьких пицц без грибов,"[""Ветчина и сыр Small"",""Пепперони Фреш Small"",""Сырная Small""]"
комбо из трех пицц и закуска,"[""Картофель из печи"",""Пепперони Фреш Medium"",""Сырная Medium"",""Чоризо фреш Medium""]"
комбо из трех пицц и напиток,"[""Ветчина и грибы Medium"",""Добрый Кола Big"",""Пепперони Фреш Medium"",""Сырная Medium""]"
комбо из трех пицц с ветчиной срыом и пикантную,"[""Ветчина и грибы Small"",""Пепперони Фреш Small"",""Сырная Small""]"
комбо из трех популярных пицц маленкие,"[""Ветчина и грибы Small"",""Пепперони Фреш Small"",""Чоризо фреш Small""]"
Комбо Обед,"[""Додстер"",""Картофель из печи"",""Добрый Кола Small""]"
Комбо Обед с добрый кола (coca-cola),"[""Добрый Кола Small"",""Додстер"",""Картофель из печи""]"
Комбо Обед с кофе капучино,"[""Додстер"",""Картофель из печи"",""Кофе Капучино 0.2""]"
Комбо от 579 ₽,"[""Аррива! Small"",""Додстер"",""Добрый Кола Big"",""Сырный соус Додо""]"
Комбо от 579 ₽,"[""Ветчина и грибы Small"",""Додстер"",""Добрый Кола Big"",""Сырный соус Додо""]"
Комбо от 579 ₽,"[""Ветчина и грибы Small"",""Додстер"",""Сырный соус Додо"",""Добрый Кола Big""]"
Комбо от 599 ₽,"[""Барбекю соус Додо"",""Добрый Кола Big"",""Додстер"",""Ветчина и грибы Small""]"
Комбо от 599 ₽ с грибной пиццей,"[""Ветчина и грибы Small"",""Додстер"",""Барбекю соус Додо"",""Добрый Кола Big""]"
"Комбо от 599 ₽, выгодное","[""Ветчина и грибы Small"",""Додстер"",""Добрый Кола Big"",""Барбекю соус Додо""]"
Комбо от 659 ₽,"[""Ветчина и грибы Small"",""Додстер"",""Сырный соус Додо"",""Добрый Кола Big""]"
Комбо от 659 ₽,"[""Добрый Кола Big"",""Сырный соус Додо"",""Додстер"",""Ветчина и грибы Small""]"
"Комбо от 659 ₽ с ветчиной, моцарелойа, фирменным соусом альфредо","[""Ветчина и грибы Small"",""Додстер"",""Добрый Кола Big"",""Сырный соус Додо""]"
Комбо от 729 ₽,"[""Ветчина и грибы Small"",""Додстер"",""Сырный соус Додо"",""Добрый Апельсин 0.5""]"
Комбо от 729 ₽,"[""Ветчина и грибы Small"",""Додстер"",""Сырный соус Додо"",""Добрый Кола Big""]"
Комбо от 729 ₽,"[""Двойной цыпленок Small"",""Додстер"",""Сырный соус Додо"",""Добрый Кола Big""]"
Комбо от 789 ₽,"[""Барбекю соус Додо"",""Добрый Кола Big"",""Додстер"",""Ветчина и грибы Small""]"
Комбо от 789 ₽,"[""Додстер"",""Ветчина и грибы Small"",""Барбекю соус Додо"",""Добрый Кола Big""]"
